customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,Churn,TotalCharges
7590-02317,Male,0,No,No,34,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,78.58,No,2472.39
7590-02318,Male,1,No,No,18,No,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Month-to-month,Yes,Electronic check,72.54,Yes,1514.58
7590-02319,Male,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,29.65,No,884.78
7590-02320,Male,0,Yes,No,34,Yes,No,DSL,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,50.29,No,1389.92
7590-02321,Female,0,Yes,No,71,Yes,No,Fiber optic,No,No internet service,No,No internet service,No internet service,No,Two year,Yes,Bank transfer (automatic),19.99,No,1209.33
7590-02322,Female,0,Yes,No,56,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,26.0,No,1401.55
7590-02323,Female,0,No,Yes,48,Yes,No,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,Yes,Mailed check,69.34,No,2707.88
7590-02324,Male,0,Yes,No,9,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Two year,No,Credit card (automatic),36.12,No,320.33
7590-02325,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card (automatic),54.15,Yes,1403.57
7590-02326,Female,0,No,Yes,70,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Credit card (automatic),102.37,No,7209.59
7590-02327,Male,0,Yes,No,67,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Two year,Yes,Credit card (automatic),26.99,No,1550.53
7590-02328,Male,1,No,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),101.85,No,2275.02
7590-02329,Female,1,Yes,No,42,Yes,No,No,Yes,Yes,Yes,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),108.16,No,5006.75
7590-02330,Female,0,Yes,Yes,38,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No internet service,Two year,No,Electronic check,50.26,No,1818.29
7590-02331,Female,0,Yes,No,24,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,64.01,No,1762.87
7590-02332,Female,0,No,No,67,Yes,No,Fiber optic,No internet service,No,No,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),59.67,Yes,3480.88
7590-02333,Male,0,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,Yes,Yes,No internet service,No,No,One year,Yes,Mailed check,32.77,No,1029.52
7590-02334,Male,0,Yes,No,52,Yes,No,No,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Credit card (automatic),27.7,Yes,1185.87
7590-02335,Female,0,Yes,No,54,Yes,Yes,Fiber optic,No,No internet service,No internet service,No internet service,Yes,No internet service,One year,No,Credit card (automatic),63.49,No,2835.95
7590-02336,Male,1,Yes,Yes,52,Yes,Yes,DSL,No,No internet service,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,75.23,No,4007.15
7590-02337,Female,0,No,Yes,17,Yes,No phone service,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,67.34,No,1262.48
7590-02338,Female,0,Yes,No,6,No,No,No,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,86.62,No,607.91
7590-02339,Male,0,No,No,62,No,Yes,DSL,Yes,No internet service,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),66.09,No,3862.05
7590-02340,Female,0,Yes,Yes,41,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),105.04,No,4723.18
7590-02341,Male,0,No,No,10,Yes,No,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,Yes,Mailed check,79.07,No,645.29
7590-02342,Male,0,No,Yes,8,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,No,Credit card (automatic),40.99,Yes,289.35
7590-02343,Male,0,No,No,34,Yes,Yes,DSL,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,106.3,Yes,3545.67
7590-02344,Male,1,No,No,64,Yes,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,104.74,No,7496.46
7590-02345,Female,0,Yes,Yes,4,Yes,No phone service,Fiber optic,No,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),55.45,Yes,206.86
7590-02346,Male,1,No,No,25,Yes,No phone service,No,No internet service,No internet service,Yes,No,Yes,No,One year,No,Credit card (automatic),37.27,Yes,1089.96
7590-02347,Female,0,Yes,No,50,Yes,No,DSL,Yes,Yes,No internet service,No,No,No internet service,Two year,Yes,Electronic check,96.48,Yes,5200.6
7590-02348,Female,0,Yes,No,37,Yes,Yes,DSL,No,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),24.26,Yes,896.84
7590-02349,Female,0,No,No,2,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,61.26,No,126.1
7590-02350,Female,0,Yes,No,58,Yes,No,DSL,Yes,No,Yes,No,Yes,No,One year,No,Mailed check,64.45,No,3845.4
7590-02351,Male,0,No,No,12,Yes,No,DSL,No,Yes,Yes,Yes,No internet service,No,Two year,Yes,Mailed check,81.47,No,1024.77
7590-02352,Male,0,Yes,Yes,34,No,No,No,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),45.53,No,1719.33
7590-02353,Female,0,No,No,2,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No internet service,Yes,Two year,No,Mailed check,53.91,No,119.32
7590-02354,Female,0,No,Yes,52,Yes,Yes,No,Yes,No internet service,No,No,Yes,No internet service,Two year,Yes,Credit card (automatic),114.06,Yes,5838.42
7590-02355,Male,0,No,Yes,54,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,105.98,No,5639.11
7590-02356,Female,0,No,Yes,44,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,56.62,No,2534.54
7590-02357,Male,0,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,No,Electronic check,115.42,No,6561.18
7590-02358,Female,0,No,No,66,Yes,Yes,No,No internet service,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Credit card (automatic),24.5,No,1686.47
7590-02359,Male,0,Yes,Yes,43,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,48.83,Yes,2368.23
7590-02360,Female,1,No,Yes,72,Yes,Yes,No,No internet service,No,No,No,No,No internet service,Two year,Yes,Bank transfer (automatic),89.67,No,6112.28
7590-02361,Female,0,Yes,No,67,Yes,Yes,DSL,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),78.58,No,5037.88
7590-02362,Male,0,Yes,No,61,Yes,Yes,No,Yes,No,No internet service,Yes,Yes,No,Two year,No,Electronic check,71.05,No,4511.38
7590-02363,Female,0,Yes,No,24,No,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card (automatic),95.65,Yes,2227.11
7590-02364,Female,0,Yes,No,51,Yes,No,Fiber optic,No internet service,No,No,No internet service,No,Yes,Month-to-month,Yes,Bank transfer (automatic),116.48,No,5184.28
7590-02365,Male,0,No,No,49,No,No phone service,DSL,No internet service,No,No,No,No,No,Month-to-month,Yes,Electronic check,88.31,Yes,3651.03
7590-02366,Female,1,No,Yes,0,Yes,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,One year,No,Bank transfer (automatic),61.74,No,61.74
7590-02367,Male,1,No,No,38,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),86.89,No,3174.76
7590-02368,Male,0,No,No,51,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,No internet service,Two year,No,Mailed check,71.36,Yes,4058.0
7590-02369,Female,0,Yes,No,39,Yes,No,Fiber optic,No,No internet service,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),81.84,No,3480.94
7590-02370,Female,0,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Electronic check,85.85,Yes,5893.49
7590-02371,Female,0,Yes,Yes,72,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,No,Mailed check,118.1,No,8650.41
7590-02372,Female,0,No,Yes,68,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),68.14,No,3995.18
7590-02373,Female,0,Yes,No,19,Yes,No,DSL,No internet service,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,95.05,Yes,1643.01
7590-02374,Female,0,No,No,1,Yes,No,No,No internet service,No internet service,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),113.73,No,133.09
7590-02375,Female,0,No,Yes,8,Yes,Yes,No,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Electronic check,40.37,Yes,297.46
7590-02376,Male,0,No,No,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),56.76,Yes,2139.96
7590-02377,Female,0,No,No,29,Yes,Yes,DSL,No,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,74.15,No,2079.97
7590-02378,Male,1,No,No,53,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,57.91,No,3557.1
7590-02379,Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),91.65,Yes,5797.25
7590-02380,Female,1,Yes,No,43,Yes,No,DSL,Yes,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.93,Yes,1222.98
7590-02381,Male,0,No,No,42,Yes,No,Fiber optic,No,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,113.37,No,4697.08
7590-02382,Female,0,No,No,9,Yes,No,No,No,Yes,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),56.13,No,504.3
7590-02383,Female,1,No,No,47,Yes,Yes,No,Yes,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),110.19,Yes,4283.73
7590-02384,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,No,Yes,No,Yes,No internet service,No,Two year,No,Mailed check,114.5,Yes,1725.91
7590-02385,Female,0,No,No,4,Yes,No,No,No,No,No,No,No,Yes,One year,No,Credit card (automatic),38.0,No,146.96
7590-02386,Female,0,Yes,Yes,69,Yes,Yes,DSL,No,Yes,No,No,No internet service,No,One year,No,Bank transfer (automatic),74.96,No,5892.0
7590-02387,Female,0,Yes,Yes,63,Yes,No,No,No,No,No,No,No internet service,No internet service,One year,Yes,Mailed check,94.8,No,7070.92
7590-02388,Male,0,Yes,Yes,65,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,21.68,No,1318.71
7590-02389,Female,1,Yes,No,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),58.67,Yes,4158.45
7590-02390,Female,1,Yes,No,3,Yes,Yes,DSL,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,59.9,No,210.96
7590-02391,Female,1,Yes,Yes,27,Yes,No,DSL,Yes,No internet service,No internet service,No,Yes,Yes,One year,No,Credit card (automatic),85.13,No,2271.46
7590-02392,Female,0,No,No,37,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,70.67,No,2426.38
7590-02393,Male,0,No,No,65,Yes,No phone service,No,No,Yes,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,91.78,No,5040.33
7590-02394,Male,0,No,No,66,Yes,Yes,DSL,No,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,54.47,No,3734.61
7590-02395,Female,1,Yes,Yes,59,Yes,No,Fiber optic,No,Yes,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,59.19,No,3669.33
7590-02396,Female,0,No,Yes,46,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two year,Yes,Credit card (automatic),59.16,No,2678.71
7590-02397,Male,0,Yes,No,24,Yes,Yes,DSL,No,No,No internet service,No internet service,Yes,No,Two year,Yes,Electronic check,51.21,No,1331.34
7590-02398,Male,0,Yes,No,65,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,26.11,No,1693.68
7590-02399,Female,0,No,No,66,Yes,No,No,Yes,No internet service,No,No,No,No,Month-to-month,Yes,Mailed check,64.25,Yes,4637.48
7590-02400,Male,0,Yes,No,68,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No,No,One year,Yes,Electronic check,105.07,No,6097.52
7590-02401,Female,1,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No internet service,No internet service,Month-to-month,No,Electronic check,61.0,No,1989.86
7590-02402,Male,1,No,Yes,49,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,No internet service,Two year,Yes,Electronic check,32.67,No,1766.42
7590-02403,Male,0,No,No,39,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,49.12,No,2157.82
7590-02404,Male,0,No,No,36,Yes,No,Fiber optic,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),94.45,No,3012.53
7590-02405,Male,1,No,Yes,68,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Electronic check,43.83,No,2463.3
7590-02406,Female,0,Yes,Yes,16,Yes,No,Fiber optic,No,No,No internet service,No,No,No,One year,Yes,Mailed check,24.19,No,320.08
7590-02407,Male,0,No,No,61,No,No,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),23.72,No,1293.46
7590-02408,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,79.25,No,3225.06
7590-02409,Female,0,No,Yes,41,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,108.48,No,4669.8
7590-02410,Male,0,No,Yes,30,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,One year,Yes,Bank transfer (automatic),44.39,No,1520.79
7590-02411,Male,0,Yes,Yes,32,Yes,No,DSL,No internet service,No internet service,No,No internet service,No,Yes,One year,Yes,Bank transfer (automatic),117.54,No,4291.08
7590-02412,Female,0,No,No,42,No,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),40.38,No,1930.4
7590-02413,Male,0,Yes,No,66,Yes,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,53.03,No,3143.12
7590-02414,Female,1,Yes,No,37,Yes,No phone service,No,No internet service,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,65.24,No,2454.5
7590-02415,Female,0,No,No,40,No,No,DSL,No internet service,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),29.06,No,1216.04
7590-02416,Female,1,Yes,No,62,Yes,No phone service,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Two year,Yes,Mailed check,47.71,Yes,2927.43
7590-02417,Female,0,Yes,Yes,39,Yes,No,Fiber optic,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Electronic check,78.7,No,2486.36
7590-02418,Male,0,Yes,No,29,No,Yes,Fiber optic,No,Yes,No internet service,No,No internet service,No,Month-to-month,No,Electronic check,19.47,No,535.59
7590-02419,Female,0,No,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,No internet service,One year,Yes,Bank transfer (automatic),66.84,No,2632.74
7590-02420,Male,1,Yes,Yes,21,Yes,No,Fiber optic,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Electronic check,84.52,No,1431.3
7590-02421,Male,0,Yes,Yes,54,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),48.23,Yes,2202.19
7590-02422,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,105.8,Yes,4908.75
7590-02423,Male,0,Yes,No,60,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Mailed check,46.11,No,2964.11
7590-02424,Male,0,Yes,No,31,Yes,Yes,No,No,No,No,Yes,No,No internet service,One year,No,Electronic check,109.91,Yes,3441.11
7590-02425,Male,0,No,No,3,Yes,No,DSL,Yes,Yes,Yes,No internet service,Yes,No internet service,Month-to-month,Yes,Electronic check,101.99,No,346.52
7590-02426,Male,1,No,Yes,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),41.71,No,1768.86
7590-02427,Male,1,No,No,71,Yes,No,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,24.58,No,1605.44
7590-02428,Male,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,21.43,No,392.37
7590-02429,Male,1,No,Yes,70,Yes,Yes,DSL,No,Yes,No internet service,Yes,No,No,One year,Yes,Electronic check,96.23,Yes,5770.64
7590-02430,Female,0,No,No,64,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,74.73,No,5069.71
7590-02431,Female,0,Yes,No,59,Yes,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),36.1,No,2118.2
7590-02432,Female,0,Yes,Yes,25,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No internet service,Two year,Yes,Electronic check,34.74,Yes,1030.11
7590-02433,Male,0,No,Yes,72,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),56.22,Yes,4288.85
7590-02434,Female,0,Yes,No,22,No,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),26.96,No,630.87
7590-02435,Female,1,No,Yes,39,Yes,Yes,DSL,No,No,No,No internet service,No,No,One year,No,Bank transfer (automatic),87.72,No,3662.0
7590-02436,Female,0,No,No,1,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,113.64,No,96.67
7590-02437,Male,0,No,No,25,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,59.86,No,1741.85
7590-02438,Male,0,No,No,61,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No internet service,Yes,Two year,No,Electronic check,105.63,No,6194.7
7590-02439,Male,1,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Electronic check,51.12,No,1983.46
7590-02440,Male,0,Yes,No,30,Yes,No phone service,Fiber optic,No,No internet service,No,No,Yes,No,Month-to-month,Yes,Electronic check,43.06,No,1052.87
7590-02441,Female,0,No,No,25,Yes,No,DSL,No internet service,Yes,No,No,No,No internet service,One year,No,Bank transfer (automatic),51.85,No,1410.73
7590-02442,Female,0,No,No,4,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,One year,No,Mailed check,39.24,No,165.22
7590-02443,Female,0,No,No,69,Yes,No,No,No internet service,Yes,No,No internet service,No internet service,No,Two year,Yes,Electronic check,42.03,Yes,2747.34
7590-02444,Female,0,No,No,34,Yes,Yes,DSL,No internet service,No internet service,No,Yes,Yes,No,Month-to-month,No,Electronic check,87.54,No,2794.08
7590-02445,Male,0,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,105.16,No,1631.58
7590-02446,Male,0,Yes,No,30,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,56.55,No,1411.04
7590-02447,Male,0,No,No,13,Yes,No,Fiber optic,Yes,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Mailed check,77.67,No,1192.6
7590-02448,Female,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),34.3,No,742.2
7590-02449,Male,0,Yes,No,70,Yes,No phone service,DSL,No,No,No internet service,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.28,Yes,6134.17
7590-02450,Male,0,Yes,No,17,Yes,No phone service,No,Yes,Yes,No,Yes,No,No internet service,Two year,Yes,Bank transfer (automatic),27.17,No,434.1
7590-02451,Female,1,No,No,49,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Electronic check,36.19,Yes,2005.29
7590-02452,Female,0,No,Yes,19,Yes,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,60.22,No,942.0
7590-02453,Male,1,Yes,No,55,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),30.08,No,1633.21
7590-02454,Male,0,Yes,Yes,1,Yes,Yes,DSL,Yes,Yes,No,Yes,No internet service,No,Two year,Yes,Mailed check,108.31,No,121.45
7590-02455,Male,0,No,No,25,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,One year,No,Electronic check,67.74,No,1932.06
7590-02456,Male,0,No,Yes,22,Yes,Yes,No,No internet service,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),46.93,Yes,1076.64
7590-02457,Male,1,No,No,31,Yes,Yes,Fiber optic,No internet service,Yes,No,No internet service,No,No,Two year,Yes,Electronic check,32.2,No,942.73
7590-02458,Male,0,No,No,12,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Credit card (automatic),35.29,No,449.37
7590-02459,Female,0,No,No,12,Yes,No,No,No internet service,No,No,Yes,No internet service,No internet service,Two year,Yes,Mailed check,91.63,No,995.81
7590-02460,Female,1,Yes,No,16,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Yes,No,No internet service,Month-to-month,No,Credit card (automatic),106.84,No,1465.12
